city,date,title,subtitle,price_per_night (zl),original_price (zl),availability,total_price (zl),bed_type,star,number_of_ratings
"Krakow, Poland",2023-10-02,Apartment in Bronowice,An apartment in the heart of the city in a quiet neighborhood.,245,268,Oct 3 - 8,"1,221",2 beds,4.96,24
"Krakow, Poland",2023-10-02,Apartment in Stare Miasto,Flower Residence Apartament 4,249,350,Oct 8 - 13,"1,242",2 beds,4.68,25
"Krakow, Poland",2023-10-02,Room in Krowodrza,Nice room in Kijowska Street,107,119,Oct 19 - 24,533,2 beds,4.75,4
"Krakow, Poland",2023-10-02,Apartment in Kazimierz,Nadwisklanska 9/Vistula/Garden,296,296,Oct 8 - 13,"1,478",2 beds,4.82,17
"Krakow, Poland",2023-10-02,Apartment in Krakow,Artistic Bohemian - Guarneri Apartment,210,210,Oct 9 - 14,"1,047",1 double bed,4.9,31
"Krakow, Poland",2023-10-02,Apartment in Kazimierz,Starowislna 41/Kazimierz/Balcony Apartment,230,298,Oct 21 - 26,"1,148",1 double bed,New,New
"Krakow, Poland",2023-10-02,Apartment in Stare Miasto,"Very Center of Cracow! Small, charming Studio",203,203,Oct 17 - 22,"1,013",1 bed,4.92,104
"Krakow, Poland",2023-10-02,Place to stay in Krakow,Republiki Korczakowskiej 19/97,288,288,Oct 2 - 7,"1,438",2 double beds,4.87,23
"Krakow, Poland",2023-10-02,Room in Lagiewniki,"Zosia room ""With forest"" (private  bathroom)",134,134,Oct 14 - 19,669,2 double beds,4.98,49
"Krakow, Poland",2023-10-02,Apartment in Podgorze,Zablocie 26/84,219,219,Oct 8 - 13,"1,092",1 sofa bed,'NoneType' object has no attribute 'text','NoneType' object has no attribute 'text'
"Krakow, Poland",2023-10-02,Apartment in Stare Miasto,Apartament Avanti,263,296,Oct 8 - 13,"1,312",2 beds,4.65,34
"Krakow, Poland",2023-10-02,Condo in Krowodrza,Lenz Apartment With Parking Near City Center,226,310,Oct 8 - 13,"1,127",3 beds,4.87,68
"Krakow, Poland",2023-10-02,Apartment in Stare Miasto,Lovely Apartment CRACOVIA OLD TOWN,268,268,Oct 2 - 7,"1,340",1 bed,4.6,30
"Krakow, Poland",2023-10-02,Place to stay in Stare Miasto,Comfortable room in St. Philippine,127,141,Oct 20 - 25,631,2 single beds,4.59,54
"Krakow, Poland",2023-10-02,Place to stay in Stare Miasto,Comfortable room in St. Philippine,127,141,Oct 20 - 25,631,2 single beds,4.59,54
"Krakow, Poland",2023-10-02,Apartment in Krakow,Apartment with 1 Bedroom - Reja 11,190,238,Oct 15 - 22,"1,330",1 double bed,5.0,10
"Krakow, Poland",2023-10-02,Apartment in Stare Miasto,Iron Apartments - 21,188,239,Oct 10 - 15,938,1 sofa bed,4.89,19
"Krakow, Poland",2023-10-02,Apartment in Stare Miasto,May C studio w/balcony,235,261,Oct 9 - 14,"1,171",1 bed,4.84,25
"Krakow, Poland",2023-10-02,Room in Stare Miasto,Tidy room in strict center of Cracow,136,152,Oct 16 - 21,678,1 bed,4.96,166
"Krakow, Poland",2023-10-02,Room in Stare Miasto,Comfortable room in the city center,141,141,Oct 22 - 27,704,1 bed,5.0,10
"Krakow, Poland",2023-10-02,Apartment in Kazimierz,Cozy studio Harmonica  Krakow Kazimierz,296,296,Oct 2 - 7,"1,480",2 beds,4.67,48
"Krakow, Poland",2023-10-02,Room in Krakow,Comfy & nice room in Krakow 4,128,179,Oct 8 - 13,640,2 beds,4.5,14
"Krakow, Poland",2023-10-02,Apartment in Stare Miasto,Main Square Apartment with terrace/ Florianska,356,521,Oct 18 - 23,"1,780",2 beds,4.8,270
"Krakow, Poland",2023-10-02,Apartment in Krakow,*Penthouse* Private Terrace With Wawel Castle View,257,257,Oct 15 - 20,"1,282",1 double bed,4.54,50
"Krakow, Poland",2023-10-02,Apartment in Krowodrza,#Ultra Modern #Free Parking #Brewery Kleparz,430,492,Oct 7 - 12,"2,148",3 beds,5.0,38
"Krakow, Poland",2023-10-02,Apartment in Grzegorzki,Arianska 8A by Homeprime,240,274,Oct 9 - 14,"1,198",1 bed,4.67,15
"Krakow, Poland",2023-10-02,Apartment in Podgorze,2AM - Quiet Apartment with Terrace,266,308,Oct 2 - 7,"1,326",2 beds,4.96,23
"Krakow, Poland",2023-10-02,Place to stay in Stare Miasto,Sunny room next to Station and Old Town,142,142,Nov 5 - 10,707,3 beds,4.53,490
"Krakow, Poland",2023-10-02,Apartment in Podgorze,Apartment with balcony / Kalwaryjska 34,206,274,Oct 16 - 21,"1,027",2 beds,4.79,14
"Krakow, Poland",2023-10-02,Room in Stare Miasto,Small Budget Room in center,133,159,Oct 8 - 13,664,2 beds,4.67,9
"Krakow, Poland",2023-10-02,Apartment in Bronowice,Green Paradise,223,223,Oct 2 - 7,"1,115",3 beds,4.92,36
"Krakow, Poland",2023-10-02,Apartment in Krakow,Oranges and bricks,141,141,Oct 17 - 22,704,1 sofa bed,4.87,69
"Krakow, Poland",2023-10-02,Apartment in Krakow,Cozy Housing,245,284,Oct 2 - 7,"1,222",1 bed,5.0,8
"Krakow, Poland",2023-10-02,Apartment in Stare Miasto,Ceglane Sufity,287,369,Oct 15 - 20,"1,434",3 beds,4.74,19
"Krakow, Poland",2023-10-02,Apartment in Podgorze,Rejtana 10 / Podgorze Krakow (9),218,274,Oct 22 - 27,"1,087",3 beds,4.88,69
"Krakow, Poland",2023-10-02,Apartment in Stare Miasto,City Space Apartments Krowoderska 45/2b,186,186,Nov 11 - 16,927,2 beds,4.61,244
"Krakow, Poland",2023-10-02,Apartment in Krakow,Apartment in Krakow for one (cool temperature!),153,153,Oct 8 - 13,763,1 single bed,4.77,13
"Krakow, Poland",2023-10-02,Apartment in Krowodrza,Garden View Studio With Parking Near City Center,176,248,Oct 15 - 20,880,2 single beds,4.81,84
"Krakow, Poland",2023-10-02,Apartment in Kazimierz,"RUAH soul,breath&wind Jewish Qtr",310,380,Oct 4 - 9,"1,550",2 beds,5.0,9
"Krakow, Poland",2023-10-02,Apartment in Krakow,Nice to welcome you to Krakow.,294,294,Oct 2 - 7,"1,467",2 beds,4.73,30
"Krakow, Poland",2023-10-02,Apartment in Stare Miasto,Air-conditioned Studio with Parking  Rajska ,231,231,Oct 12 - 17,"1,151",2 single beds,4.67,67
"Krakow, Poland",2023-10-02,Apartment in Krakow,Duplex A/C Apartment near Vistula Boulevards,213,213,Oct 9 - 14,"1,063",2 beds,4.86,21
"Krakow, Poland",2023-10-02,Apartment in Kazimierz,Green Oasis in the centre,257,257,Oct 8 - 13,"1,285",2 beds,'NoneType' object has no attribute 'text','NoneType' object has no attribute 'text'
"Krakow, Poland",2023-10-02,Apartment in Grzegorzki,Little Star studio,199,238,Oct 8 - 13,993,1 bed,4.65,20
"Krakow, Poland",2023-10-02,Apartment in Stare Miasto,Apartament centrum taras,302,302,Oct 20 - 25,"1,508",1 bed,4.96,47
"Krakow, Poland",2023-10-02,Apartment in Kazimierz,Malila Premium Apartment Centre Starowislna 41,273,273,Oct 8 - 13,"1,361",1 bed,New,New
"Krakow, Poland",2023-10-02,Apartment in Kazimierz,By Vistula River Bluebird Apt Old Town,231,231,Oct 2 - 7,"1,151",1 double bed,'NoneType' object has no attribute 'text','NoneType' object has no attribute 'text'
"Krakow, Poland",2023-10-02,Apartment in Stare Miasto,Bosacka Street Apartment,182,262,Oct 15 - 20,910,1 bed,4.71,77
"Krakow, Poland",2023-10-02,Apartment in Grzegorzki,"Dabska 21B Tauron Arena | WiFi, Parking, Balcony",276,276,Oct 12 - 17,"1,379",2 beds,4.75,28
"Krakow, Poland",2023-10-02,Apartment in Podgorze,Perfect Studio for 3 Guests | Home Office | Cracow,218,218,Oct 22 - 27,"1,088",2 beds,'NoneType' object has no attribute 'text','NoneType' object has no attribute 'text'
"Krakow, Poland",2023-10-02,Apartment in Podgorze,Perfect Studio for 3 Guests | Home Office | Cracow,218,218,Oct 22 - 27,"1,088",2 beds,'NoneType' object has no attribute 'text','NoneType' object has no attribute 'text'
"Krakow, Poland",2023-10-02,Apartment in Krowodrza,Photo studio with Oriental look,168,168,Oct 31 - Nov 5,838,1 king bed,4.78,79
"Krakow, Poland",2023-10-02,Apartment in Krowodrza,Kw51 LUX Apartments,220,220,Oct 8 - 13,"1,100",2 beds,New,New
"Krakow, Poland",2023-10-02,Apartment in Stare Miasto,Krowoderska 55 by Homeprime,235,336,Oct 8 - 13,"1,171",3 beds,4.24,25
"Krakow, Poland",2023-10-02,Apartment in Stare Miasto,Cozy apartment. Railway station,256,256,Oct 9 - 14,"1,279",1 bed,4.9,21
"Krakow, Poland",2023-10-02,Apartment in Kazimierz,Postindustrial apt in the center,235,280,Oct 8 - 13,"1,174",1 bed,'NoneType' object has no attribute 'text','NoneType' object has no attribute 'text'
"Krakow, Poland",2023-10-02,Apartment in Kazimierz,"City Fever Apartment Kazimierz, WiFi",215,215,Oct 22 - 27,"1,074",2 beds,4.74,399
"Krakow, Poland",2023-10-02,Apartment in Stare Miasto,Apartment Loft,360,402,Oct 8 - 13,"1,796",2 beds,4.93,14
"Krakow, Poland",2023-10-02,Apartment in Kazimierz,Jewish Quarter,196,243,Oct 15 - 20,980,1 bed,4.77,30
"Krakow, Poland",2023-10-02,Apartment in Stare Miasto,Old Town Apartment - Lubicz 26,197,264,Oct 9 - 14,982,2 beds,4.56,36
"Krakow, Poland",2023-10-02,Apartment in Kazimierz,"""SEBASTIAN"" CITY CENTER. BRAND NEW LUXURY FLAT",178,214,Oct 10 - 17,"1,242",1 double bed,4.96,27
"Krakow, Poland",2023-10-02,Apartment in Krakow,Wola Justowska. Wyposazone. Parking.,212,254,Oct 6 - 11,"1,056",2 beds,4.75,4
"Krakow, Poland",2023-10-02,Apartment in Grzegorzki,Utopia Apartament Old Town,270,270,Oct 8 - 13,"1,350",2 beds,New,New
"Krakow, Poland",2023-10-02,Apartment in Nowa Huta,Lovely Madly Apartment,161,161,Oct 9 - 14,804,1 double bed,4.88,32
"Krakow, Poland",2023-10-02,Home in Krakow,Garden Apartment with 2 bikes available,257,368,Oct 11 - 16,"1,285",2 beds,4.76,67
"Krakow, Poland",2023-10-02,Apartment in Stare Miasto,Bedrouse krowoderska 1b,198,198,Oct 10 - 15,989,1 bed,New,New
"Krakow, Poland",2023-10-02,Apartment in Stare Miasto,"Central, great offer for 1 or 2 2nd",156,156,Nov 5 - 10,777,1 bed,4.54,266
"Krakow, Poland",2023-10-02,Apartment in Stare Miasto,Lovely Apartment Krakow Old Town,241,241,Oct 15 - 20,"1,205",1 bed,5.0,5
"Krakow, Poland",2023-10-02,Apartment in Krakow,Sky - Mountain view,300,399,Oct 11 - 16,"1,500",2 beds,4.86,14
"Krakow, Poland",2023-10-02,Apartment in Podgorze,Rejtana 10 / Apartment with balcony/ Vistula River,200,285,Oct 15 - 20,998,3 beds,4.87,68
"Krakow, Poland",2023-10-02,Apartment in Stare Miasto,Elegant City Center Apartment 7A/2,206,206,Oct 7 - 12,"1,027",2 beds,4.75,8
"Krakow, Poland",2023-10-02,Apartment in Stare Miasto,Iron Apartments - 9,194,229,Oct 22 - 27,966,2 beds,4.83,40
"Krakow, Poland",2023-10-02,Room in Krakow," Quiet Room Free Parking, 15minutes to the center",112,127,Oct 24 - 29,560,2 beds,4.9,20
"Krakow, Poland",2023-10-02,Apartment in Czyzyny,"Supernova Estate  Lawn with terrace, parking ",321,321,Oct 9 - 14,"1,602",2 beds,4.9,10
"Krakow, Poland",2023-10-02,Apartment in Stare Miasto,1 bedroom studio in city centre,130,153,Nov 6 - 11,646,1 bed,3.79,29
"Krakow, Poland",2023-10-02,Room in Stare Miasto,"It's Oh, so Cracow... (City Center!)",112,112,Nov 4 - 9,557,1 bed,4.79,238
"Krakow, Poland",2023-10-02,Apartment in Stare Miasto,Pawia Apartments Modern,313,349,Oct 14 - 19,"1,563",2 beds,4.85,167
"Krakow, Poland",2023-10-02,Apartment in Stare Miasto,Nice studio in City Centre,153,185,Oct 20 - 25,761,2 beds,3.88,42
"Krakow, Poland",2023-10-02,Apartment in Stare Miasto,Old Town Apartments (m. 34),181,267,Oct 14 - 19,904,1 double bed,4.86,99
"Krakow, Poland",2023-10-02,Apartment in Kazimierz,*Luxury apartment between Old Town and Kazimierz,252,252,Jan 27 - Feb 1,"1,258",1 king bed,4.9,377
"Krakow, Poland",2023-10-02,Apartment in Podgorze,Nowy apartament Krakow,237,259,Oct 18 - 23,"1,185",1 bed,4.86,112
"Krakow, Poland",2023-10-02,Apartment in Stare Miasto,In the very centre,255,255,Nov 5 - 10,"1,274",1 king bed,4.74,340
"Krakow, Poland",2023-10-02,Apartment in Bronowice,Separate double room with bathroom. Bronowice.,188,188,Oct 2 - 7,939,1 double bed,4.2,10
"Krakow, Poland",2023-10-02,Apartment in Grzegorzki,"Mogilska Apartment 12 floor, free parking",291,325,Oct 4 - 9,"1,455",1 queen bed,4.89,18
"Krakow, Poland",2023-10-02,Room in Stare Miasto,Very center of Cracow! Nice and tidy room.,130,130,Nov 6 - 11,646,1 queen bed,4.94,120
"Krakow, Poland",2023-10-02,Apartment in Krakow,Charming Apartment  with Garage,364,364,Oct 2 - 7,"1,819",2 beds,4.98,47
"Lublin, Poland",2023-10-02,Room in Lublin,Room A   -   Free parking.,99,99,Oct 2 - 7,493,2 beds,4.86,71
"Lublin, Poland",2023-10-02,Apartment in Lublin,Modern studio in the heart of Ljubljana with a pool and SPA,317,317,Oct 21 - 26,"1,584",1 bed,4.95,91
"Lublin, Poland",2023-10-02,Apartment in Stare Miasto,Apartment by Cathedral 5,179,214,Oct 8 - 13,892,2 beds,4.86,292
"Lublin, Poland",2023-10-02,Apartment in Lublin,Cheerful studio in downtown with beautiful terrace,253,253,Oct 14 - 19,"1,262",1 bed,4.96,49
"Lublin, Poland",2023-10-02,Apartment in Stare Miasto,"Apartment ""Whispers of objects""",205,224,Oct 15 - 20,"1,025",2 double beds,4.89,178
"Lublin, Poland",2023-10-02,Apartment in Lublin,Old Room Apartaments in the heart of the city. About,233,233,Oct 8 - 13,"1,165",1 double bed,4.76,82
"Lublin, Poland",2023-10-02,Apartment in Stare Miasto,Cathedral house,160,160,Oct 15 - 20,798,1 sofa bed,4.9,268
"Lublin, Poland",2023-10-02,Apartment in Stare Miasto,"Apartament typu Studio ""Odessa""",176,176,Oct 29 - Nov 3,880,1 bed,4.91,151
"Lublin, Poland",2023-10-02,Apartment in Stare Miasto,Sleeping Cat Apartment,232,232,Oct 24 - 29,"1,156",3 double beds,4.95,138
"Lublin, Poland",2023-10-02,Apartment in Stare Miasto,9 Old Room Apartaments in the heart of Old Town,231,231,Oct 22 - 27,"1,155",1 bed,4.78,45
"Lublin, Poland",2023-10-02,Apartment in Lublin,KOI spot - apartment with underground garage,219,219,Oct 15 - 20,"1,093",1 double bed,4.89,9
"Lublin, Poland",2023-10-02,Apartment in Lublin,Stay Inn Apartment,194,194,Oct 9 - 14,968,1 sofa bed,4.94,93
"Lublin, Poland",2023-10-02,Apartment in Lublin,Studio centrum Lublina,144,144,Oct 15 - 20,716,1 sofa bed,4.65,34
"Lublin, Poland",2023-10-02,Apartment in Lublin,Apartament Szafir 15,165,165,Oct 22 - 27,822,1 bed,4.98,51
"Lublin, Poland",2023-10-02,Room in Lublin,Room in the city center with free parking,120,120,Oct 9 - 14,599,1 bed,4.91,35
"Lublin, Poland",2023-10-02,Apartment in Stare Miasto,Apartment by Cathedral 3,223,223,Oct 15 - 20,"1,115",2 beds,4.77,82
"Lublin, Poland",2023-10-02,Apartment in Lublin,EASY RENT Apartments - Gold 36,300,300,Oct 15 - 20,"1,500",1 double bed,4.92,25
"Lublin, Poland",2023-10-02,Apartment in Lublin,City Center Eclectic Loft Design Apartment,207,207,Oct 15 - 20,"1,035",2 beds,4.93,136
"Lublin, Poland",2023-10-02,Room in Lublin,Lubelskie hygge,141,141,Oct 3 - 8,704,2 beds,4.95,21
"Lublin, Poland",2023-10-02,Apartment in Lublin,Easy Rent Apartments - BRILLIANT,301,301,Oct 2 - 7,"1,504",1 bed,4.86,14
"Lublin, Poland",2023-10-02,Apartment in Lublin,Apartament Nadbystrzycka no. 14,207,207,Oct 6 - 11,"1,033",3 beds,4.65,17
"Lublin, Poland",2023-10-02,Apartment in Stare Miasto,Under the devastating Kucy,187,212,Oct 15 - 20,934,2 beds,4.91,89
"Lublin, Poland",2023-10-02,Room in Lublin,Room B  -  Free parking,99,99,Oct 10 - 15,493,2 beds,4.94,93
"Lublin, Poland",2023-10-02,Apartment in Lublin,Apartament Onyks Lublin,165,165,Nov 15 - 20,822,1 bed,4.8,60
"Lublin, Poland",2023-10-02,Apartment in Lublin,Concrete Apartments - Apartment Gold,205,205,Oct 3 - 8,"1,025",2 beds,4.9,20
"Lublin, Poland",2023-10-02,Apartment in Lublin,Window to Lublin,176,176,Oct 6 - 11,880,2 single beds,4.87,156
"Lublin, Poland",2023-10-02,Apartment in Lublin,Apartments Arte Lublin Niecala 11 Deluxe,302,302,Oct 2 - 7,"1,506",3 beds,5.0,5
"Lublin, Poland",2023-10-02,Apartment in Lublin,City 1,147,147,Oct 8 - 13,734,3 beds,4.89,53
"Lublin, Poland",2023-10-02,Apartment in Lublin,EASY RENT Apartments - LOFT,207,207,Oct 15 - 20,"1,035",1 double bed,4.76,38
"Lublin, Poland",2023-10-02,Apartment in Lublin,Medical University Bedroom,150,173,Oct 3 - 8,748,1 bed,'NoneType' object has no attribute 'text','NoneType' object has no attribute 'text'
"Lublin, Poland",2023-10-02,Apartment in Lublin,Marianska,235,285,Oct 2 - 7,"1,174",1 bed,New,New
"Lublin, Poland",2023-10-02,Apartment in Lublin,Love 3 apartment,147,147,Oct 22 - 27,734,2 beds,4.92,12
"Lublin, Poland",2023-10-02,Apartment in Stare Miasto,10 Old Room Apartaments in the heart of Old Town,253,253,Oct 10 - 15,"1,265",1 bed,4.77,26
"Lublin, Poland",2023-10-02,Room in Lublin,Single room 1 with great views of the Park!,123,123,Oct 5 - 10,615,1 bed,5.0,6
"Lublin, Poland",2023-10-02,Room in Lublin,Sunny room in silent place,106,106,Oct 20 - 25,528,1 bed,5.0,5
"Lublin, Poland",2023-10-02,Apartment in Stare Miasto,Apt # 5,243,243,Oct 3 - 8,"1,215",3 beds,New,New
"Lublin, Poland",2023-10-02,Apartment in Lublin,Apartamenty Arte Lublin Boczna Lubomelskiej 11,276,276,Oct 4 - 9,"1,379",2 beds,4.8,5
"Lublin, Poland",2023-10-02,Room in Lublin,Horyzont Room 4,141,141,Oct 3 - 8,704,2 beds,5.0,4
"Lublin, Poland",2023-10-02,Apartment in Lublin,Apartament Active Residence,254,254,Oct 8 - 13,"1,266",2 beds,New,New
"Lublin, Poland",2023-10-02,Apartment in Lublin,Apartments Arte Lublin Niecala 11 Suite,318,318,Oct 10 - 15,"1,590",2 beds,4.73,11
"Lublin, Poland",2023-10-02,Apartment in Lublin,Cozy studio apartment in city centre of Ljubljana,199,199,Nov 3 - 8,995,1 double bed,4.97,123
"Lublin, Poland",2023-10-02,Boutique hotel in Stare Miasto,Apartamenty Centrum RS Suites Kowalska 12 pok. 4,242,242,Oct 14 - 19,"1,209",2 beds,4.94,72
"Lublin, Poland",2023-10-02,Apartment in Lublin,Apartments Betonowa - Blue Apartment,200,200,Oct 2 - 7,998,2 beds,4.91,32
"Lublin, Poland",2023-10-02,Apartment in Lublin,Natura 2 Apartment,159,159,Oct 6 - 11,792,3 beds,4.86,14
"Lublin, Poland",2023-10-02,Apartment in Lublin,EASY RENT Apartments  - City Rest,420,420,Oct 14 - 19,"2,100",1 bed,5.0,15
"Lublin, Poland",2023-10-02,Room in Lublin,50% off Long Stays - High Standard,113,113,Oct 8 - 13,563,1 bed,4.91,11
"Lublin, Poland",2023-10-02,Room in Lublin,Guest rooms STRUMYKOWA 8,94,94,Oct 3 - 8,469,1 bed,4.74,62
"Lublin, Poland",2023-10-02,Room in Lublin,Room in the city center with free parking,116,116,Oct 25 - 30,580,1 bed,4.7,10
"Lublin, Poland",2023-10-02,Apartment in Lublin,EASY RENT APARTAMENTS - Silver 9,297,297,Oct 4 - 9,"1,485",1 bed,4.81,16
"Lublin, Poland",2023-10-02,Apartment in Lublin,Apartament Peowiakow Queens,252,252,Oct 15 - 20,"1,260",4 beds,4.44,70
"Lublin, Poland",2023-10-02,Apartment in Lublin,Apartament Lublin,245,245,Oct 7 - 12,"1,221",2 beds,New,New
"Lublin, Poland",2023-10-02,Apartment in Lublin,Apartments Betonowa - Apartament SztukArt,200,200,Oct 8 - 13,998,2 beds,4.87,62
"Lublin, Poland",2023-10-02,Apartment in Lublin,An apartment with an amazing view and a pool,546,546,Oct 31 - Nov 5,"2,729",2 double beds,4.97,32
"Lublin, Poland",2023-10-02,Apartment in Lublin,EASY RENT Apartments - SMART 318,230,230,Oct 8 - 13,"1,150",2 double beds,4.86,36
"Lublin, Poland",2023-10-02,Apartment in Lublin,Love 2,147,147,Oct 22 - 27,734,1 double bed,4.85,33
"Lublin, Poland",2023-10-02,Guest suite in Lublin,Studio at the Cathedral,212,212,Oct 15 - 20,"1,060",2 beds,4.75,32
"Lublin, Poland",2023-10-02,Apartment in Lublin,Chill Apartament in heart of Lublin,384,384,Oct 2 - 7,"1,919",1 double bed,5.0,31
"Lublin, Poland",2023-10-02,Apartment in Swidnik,Lovely apartment in Swidnik,288,288,Oct 2 - 7,"1,438",2 beds,5.0,8
"Lublin, Poland",2023-10-02,Apartment in Lublin,Apartment Dunikowskiego,188,228,Oct 7 - 12,939,3 beds,New,New
"Lublin, Poland",2023-10-02,Apartment in Lublin,Apartamenty Krakowskie 36 Lublin - Double Two,259,259,Oct 8 - 13,"1,291",3 beds,4.74,47
"Lublin, Poland",2023-10-02,Apartment in Lublin,"Superior Apartment ""B""",323,387,Oct 2 - 7,"1,614",2 beds,4.96,25
"Lublin, Poland",2023-10-02,Apartment in Lublin,20 Old Room Apartaments,247,247,Oct 3 - 8,"1,232",1 bed,4.46,24
"Lublin, Poland",2023-10-02,Apartment in Lublin,NEW KK 393 Old Town,253,253,Oct 8 - 13,"1,265",2 beds,4.78,27
"Lublin, Poland",2023-10-02,Condo in Lublin,EASY RENT Apartments - GOLD 30,300,300,Oct 8 - 13,"1,500",1 bed,4.83,18
"Lublin, Poland",2023-10-02,Apartment in Lublin,Apartament City 3,153,153,Oct 23 - 28,763,2 beds,4.83,18
"Lublin, Poland",2023-10-02,Apartment in Lublin,EASY RENT Apartments - DESIRE,250,250,Oct 8 - 13,"1,250",1 double bed,4.74,31
"Lublin, Poland",2023-10-02,Apartment in Lublin,Apartament Gold Raclawickie 28a Lublin,336,336,Oct 14 - 19,"1,678",2 beds,5.0,50
"Lublin, Poland",2023-10-02,Apartment in Lublin,Apartamenty Krakowskie 36 Lublin - Single One,235,235,Oct 9 - 14,"1,174",3 beds,4.76,132
"Lublin, Poland",2023-10-02,Apartment in Lublin,Apart 9,315,315,Oct 8 - 13,"1,575",3 beds,New,New
"Lublin, Poland",2023-10-02,Apartment in Lublin,Apartaments Studio MK - Kredowa,180,180,Oct 8 - 13,898,1 sofa bed,4.56,9
"Lublin, Poland",2023-10-02,Apartment in Lublin,Easy Rent Apartments - CENTRUM 1,343,343,Oct 3 - 8,"1,715",1 double bed,4.53,17
"Lublin, Poland",2023-10-02,Apartment in Lublin,Apartamenty Plac Litewski Premium 13 typu Superior,304,453,Oct 6 - 11,"1,519",2 beds,'NoneType' object has no attribute 'text','NoneType' object has no attribute 'text'
"Lublin, Poland",2023-10-02,Apartment in Lublin,NEW KK 392 Old Town,253,253,Oct 8 - 13,"1,265",2 beds,4.89,64
"Lublin, Poland",2023-10-02,Apartment in Lublin,Easy Rent Apartments-Zakopianska,242,242,Oct 6 - 11,"1,210",1 bed,5.0,4
"Lublin, Poland",2023-10-02,Apartment in Stare Miasto,Apartamenty Centrum RS Suites Kowalska12 antresola,270,270,Oct 15 - 20,"1,350",2 beds,4.97,39
"Lublin, Poland",2023-10-02,Apartment in Stare Miasto,Apartamenty Centrum RS Suites Kowalska 12 studio,273,273,Oct 13 - 18,"1,361",2 beds,5.0,29
"Lublin, Poland",2023-10-02,Apartment in Lublin,PLATiNIUM RESiDENCE&SPA BASEN/Sauna Centrum,409,409,Oct 14 - 19,"2,042",2 beds,5.0,17
"Lublin, Poland",2023-10-02,Apartment in Lublin,Apartment Perla 1,259,259,Oct 6 - 11,"1,291",2 beds,New,New
"Lublin, Poland",2023-10-02,Apartment in Lublin,Comfortable apartment,259,259,Oct 10 - 15,"1,291",3 beds,4.38,8
"Lublin, Poland",2023-10-02,Apartment in Lublin,"Apartment in center, Apartment house Pod 7",294,294,Oct 15 - 20,"1,467",1 double bed,4.9,41
"Lublin, Poland",2023-10-02,Apartment in Lublin,EASY RENT Apartments - Okopowa,256,256,Oct 11 - 16,"1,280",3 beds,'NoneType' object has no attribute 'text','NoneType' object has no attribute 'text'
"Lublin, Poland",2023-10-02,Apartment in Lublin,EASY RENT Apartments - Metropolitan 75,290,290,Oct 8 - 13,"1,450",4 beds,4.83,6
"Lublin, Poland",2023-10-02,Apartment in Lublin,Downtown Narutowicza,286,286,Oct 6 - 11,"1,428",4 beds,4.8,50
"Lublin, Poland",2023-10-02,Apartment in Lublin,Arena 3,141,141,Oct 16 - 21,704,2 beds,4.8,61
"Lublin, Poland",2023-10-02,Apartment in Lublin,Natura Apartment 1,165,165,Nov 1 - 6,822,3 beds,5.0,9
"Lublin, Poland",2023-10-02,Apartment in Lublin,Cozy flat near castle,282,282,Oct 3 - 8,"1,408",1 double bed,5.0,10
"Lublin, Poland",2023-10-02,Apartment in Lublin,"Apartment in Srodmiescie, Lublin",236,236,Oct 15 - 20,"1,180",3 single beds,5.0,5
"Lublin, Poland",2023-10-02,Guest suite in Stare Miasto,Apartment at the Cathedral 2,223,223,Oct 8 - 13,"1,115",2 beds,4.69,42
"Lublin, Poland",2023-10-02,Guesthouse in Lublin,Accommodation at Krzycha's,88,88,Oct 2 - 7,440,35 single beds,4.36,11
"Lublin, Poland",2023-10-02,Apartment in Stare Miasto,EASY RENT Apartments - Old Town,250,250,Oct 8 - 13,"1,250",3 beds,4.67,6
"Lublin, Poland",2023-10-02,Apartment in Lublin,Apartment Arte Lublin Morwowa,276,276,Oct 5 - 10,"1,379",3 beds,5.0,3
"Lublin, Poland",2023-10-02,Apartment in Stare Miasto,EASY RENT Apartments - Plac Targowy,260,260,Oct 9 - 14,"1,300",1 double bed,4.71,7
"Lublin, Poland",2023-10-02,Apartment in Lublin,Wabi-Sabi studio,221,221,Oct 8 - 13,"1,103",1 double bed,4.86,14
"Lublin, Poland",2023-10-02,Apartment in Lublin,Argenti SPA Unia Residence,401,401,Oct 14 - 19,"2,003",2 beds,'NoneType' object has no attribute 'text','NoneType' object has no attribute 'text'
"Lublin, Poland",2023-10-02,Apartment in Lublin,Premium apartments NJ Lublin Centrum,468,468,Oct 20 - 25,"2,336",2 beds,4.98,45
"Lublin, Poland",2023-10-02,Apartment in Lublin,Active Moon Apartment,294,326,Oct 3 - 8,"1,467",1 double bed,'NoneType' object has no attribute 'text','NoneType' object has no attribute 'text'
"Lublin, Poland",2023-10-02,Apartment in Lublin,Modern Eclectic Apartment in the Center of Lublin,236,236,Oct 24 - 29,"1,180",2 queen beds,4.96,89
"Lublin, Poland",2023-10-02,Apartment in Lublin,"Freshly renovated, spacious, downtown, wifi",290,290,Oct 11 - 16,"1,448",3 beds,5.0,15
"Lublin, Poland",2023-10-02,Apartment in Lublin,Apartment by walk to Old Town,147,147,Nov 1 - 6,734,1 bed,4.71,17
"Lublin, Poland",2023-10-02,Apartment in Lublin,Apartamenty Centrum RS Suites Raclawickie 10 5th,344,344,Oct 8 - 13,"1,719",2 beds,'NoneType' object has no attribute 'text','NoneType' object has no attribute 'text'
