city,date,title,subtitle,price_per_night (zl),original_price (zl),availability,total_price (zl),bed_type,star,number_of_ratings
"Zakopane, Poland",2023-10-03,Chalet in Zab,"Charming mountain house with sauna, hot tub, garden pack",246,246,Nov 23 - 28,"1,226",6 beds,5.0,32
"Zakopane, Poland",2023-10-03,Apartment in Koscielisko,Apartament Giewont View,482,707,Oct 16 - 21,"2,406",3 beds,5.0,8
"Zakopane, Poland",2023-10-03,Guesthouse in Zakopane,Oaza Tatry I,350,350,Oct 3 - 8,"1,749",3 beds,4.87,61
"Zakopane, Poland",2023-10-03,Cabin in Dzianisz,Cobbler unforgettable cottage under the Tatras,669,669,Oct 3 - 8,"3,345",3 beds,4.91,46
"Zakopane, Poland",2023-10-03,Apartment in Zakopane,Zacisze Pod Reglami 1,159,159,Oct 8 - 13,792,3 beds,New,New
"Zakopane, Poland",2023-10-03,Chalet in Zakopane,Domek z Widokiem- Harenda view,493,570,Oct 15 - 20,"2,465",4 beds,4.98,124
"Zakopane, Poland",2023-10-03,Place to stay in Koscielisko,Villa Tatrica Deluxe Room with Bathtub,348,348,Oct 15 - 20,"1,738",3 beds,4.92,26
"Zakopane, Poland",2023-10-03,Apartment in Suche,Tatrzanskie Zacisze 2 apartment with terrace,120,120,Oct 3 - 8,599,2 beds,5.0,3
"Zakopane, Poland",2023-10-03,Chalet in Zakopane,Villa Szalas. Stylish villa in the mountains.,493,493,Oct 12 - 17,"2,465",4 beds,4.89,44
"Zakopane, Poland",2023-10-03,Apartment in Koscielisko,Apt # 7 Villa Vilnius,420,498,Oct 9 - 14,"2,100",1 bed,5.0,25
"Zakopane, Poland",2023-10-03,Apartment in Zakopane,"comfortable, perfect for2,kitchenette,free parking",257,293,Oct 4 - 9,"1,284",1 bed,4.85,13
"Zakopane, Poland",2023-10-03,Apartment in Zakopane,Apartament Klimek,235,235,Nov 5 - 10,"1,174",1 double bed,4.93,275
"Zakopane, Poland",2023-10-03,Home in Koscielisko,Treehouse,400,487,Oct 5 - 10,"2,000",1 bed,4.89,9
"Zakopane, Poland",2023-10-03,Apartment in Zakopane,"Apartament DREAM WOOD jacuzzi, sauny",486,486,Oct 31 - Nov 5,"2,430",3 beds,4.8,56
"Zakopane, Poland",2023-10-03,Apartment in Poronin,Modern 2 bedroom apartment for 2 people,223,223,Oct 8 - 13,"1,115",2 beds,4.94,79
"Zakopane, Poland",2023-10-03,Cottage in Jablonka,Exclusive cottage,188,188,Oct 15 - 20,939,2 beds,5.0,25
"Zakopane, Poland",2023-10-03,Room in Zakopane,"ZAKO-LODGE, small double room with bathroom",108,108,Oct 4 - 9,538,2 beds,4.76,29
"Zakopane, Poland",2023-10-03,Cabin in Bialy Dunajec,Red Apartment by Gasiorow,210,210,Oct 22 - 27,"1,050",2 beds,4.98,43
"Zakopane, Poland",2023-10-03,Room in Zakopane,Villa GRYF single room,106,106,Oct 5 - 10,528,2 beds,4.77,100
"Zakopane, Poland",2023-10-03,Guest suite in Zakopane,"Private room in mountains with balcony, bathroom and TV",93,93,Oct 15 - 20,464,2 single beds,4.84,44
"Zakopane, Poland",2023-10-03,Apartment in Zakopane,BW1 A great place to relax in Zakopane,268,268,Oct 4 - 9,"1,336",1 double bed,4.68,28
"Zakopane, Poland",2023-10-03,Apartment in Koscielisko,"New ""VIEW VIEW"" apartment in Giewont sun &spa",469,469,Oct 16 - 21,"2,341",2 beds,4.65,52
"Zakopane, Poland",2023-10-03,Apartment in Koscielisko,Sunny Glades II,502,502,Oct 5 - 10,"2,510",4 beds,5.0,4
"Zakopane, Poland",2023-10-03,Room in Jurgow,Kwatery prywatne Beata,79,79,Oct 3 - 8,393,4 beds,4.75,115
"Zakopane, Poland",2023-10-03,Apartment in Zakopane,House'27-'cozy' apartment in the heart of Zakopane,243,243,Oct 13 - 18,"1,212",1 bed,4.79,24
"Zakopane, Poland",2023-10-03,Guesthouse in Poronin,Jedynka - single room,106,106,Oct 5 - 10,528,2 single beds,4.95,60
"Zakopane, Poland",2023-10-03,Room in Poronin,Bear Residence Chalet Zakopane,219,219,Oct 15 - 20,"1,095",2 single beds,4.8,20
"Zakopane, Poland",2023-10-03,Apartment in Zakopane,"Apartment GIEWONT - balcony with a view, center",517,517,Oct 8 - 13,"2,582",3 beds,5.0,18
"Zakopane, Poland",2023-10-03,Cabin in Zakopane,Cottage Polny Flower,501,501,Oct 29 - Nov 3,"2,505",5 beds,4.9,10
"Zakopane, Poland",2023-10-03,Chalet in Koscielisko,Goralski Spa - Luxury villa with sauna  & hot tub,"2,135","2,135",Oct 7 - 12,"10,674",10 beds,4.88,94
"Zakopane, Poland",2023-10-03,Chalet in Zakopane,Lesny Domek Buczynowy in the Tatras,419,419,Oct 10 - 15,"2,091",4 beds,4.92,59
"Zakopane, Poland",2023-10-03,Place to stay in Poronin,Maryna's room overlooking the mountains,129,141,Oct 13 - 18,644,1 double bed,5.0,13
"Zakopane, Poland",2023-10-03,Chalet in Dzianisz,Farmhouse - apartment in Podhale village,394,487,Oct 7 - 12,"1,970",4 beds,4.99,71
"Zakopane, Poland",2023-10-03,Apartment in Zakopane,Highlander apartment with a view of the mountains,298,298,Oct 4 - 9,"1,490",1 queen bed,4.4,20
"Zakopane, Poland",2023-10-03,Home in Zab,Domek Tatrzanska Zyngierka Tatra mountains view,499,499,Oct 3 - 8,"2,495",4 beds,4.96,74
"Zakopane, Poland",2023-10-03,Condo in Zakopane,Lovely studio on the slopes of Gubalova. In the heart of the city.,399,399,Oct 23 - 28,"1,995",1 double bed,5.0,27
"Zakopane, Poland",2023-10-03,Apartment in Zakopane,Apartments under the Tatras  1/3,196,196,Nov 5 - 10,980,2 beds,4.93,87
"Zakopane, Poland",2023-10-03,Room in Zakopane,"ZAKO-LODGE, double room with bathroom",111,111,Oct 4 - 9,553,2 beds,4.6,67
"Zakopane, Poland",2023-10-03,Apartment in Zakopane,Studio in the heart of Zakopane,183,183,Oct 10 - 15,915,1 double bed,4.57,227
"Zakopane, Poland",2023-10-03,Apartment in Zakopane,Cozy one bedroom apartment,313,313,Oct 4 - 9,"1,563",2 beds,'NoneType' object has no attribute 'text','NoneType' object has no attribute 'text'
"Zakopane, Poland",2023-10-03,Apartment in Zakopane,"In park, centre of town with mountain view!",239,239,Nov 17 - 22,"1,195",2 beds,4.86,173
"Zakopane, Poland",2023-10-03,Apartment in Zakopane,Charming Bajka apartment with big terrace & sauna,399,399,Oct 4 - 9,"1,991",1 double bed,'NoneType' object has no attribute 'text','NoneType' object has no attribute 'text'
"Zakopane, Poland",2023-10-03,Apartment in Zakopane,Apartment HANKA with A VIEW 3,341,445,Nov 12 - 17,"1,705",2 beds,4.92,12
"Zakopane, Poland",2023-10-03,Apartment in Zakopane,"New apartment, best view Tatra mountain & Zakopane",308,308,Oct 6 - 11,"1,536",1 double bed,4.73,40
"Zakopane, Poland",2023-10-03,Apartment in Zakopane,Stalove Magnolie strict downtown core of Zakopane,294,294,Oct 8 - 13,"1,467",2 beds,4.71,137
"Zakopane, Poland",2023-10-03,Room in Koscielisko,"Villa Top nr5 Only Adults - wanna - jacuzzi, sauna",384,384,Oct 8 - 13,"1,920",2 beds,5.0,5
"Zakopane, Poland",2023-10-03,Apartment in Koscielisko,Mountain Studio for 2 adults+1 child | Parking,291,291,Oct 3 - 8,"1,451",2 sofa beds,4.8,10
"Zakopane, Poland",2023-10-03,Chalet in Ciche,Romantic cottage for couple # 3 min,405,405,Oct 22 - 27,"2,025",1 double bed,4.86,77
"Zakopane, Poland",2023-10-03,Apartment in Zakopane,Apartment in the center of Zakopane near Krupowki,235,235,Oct 8 - 13,"1,174",1 bed,4.78,63
"Zakopane, Poland",2023-10-03,Place to stay in Nowy Targ,Pension under Dluga Polana,83,101,Oct 4 - 9,413,5 beds,New,New
"Zakopane, Poland",2023-10-03,Apartment in Zakopane,Apartment HANKA with A VIEW 4,531,697,Oct 15 - 20,"2,655",3 beds,4.77,39
"Zakopane, Poland",2023-10-03,Apartment in Zakopane,Zacisze Pod Reglami 2,188,188,Oct 9 - 14,939,3 beds,New,New
"Zakopane, Poland",2023-10-03,Apartment in Witow,WILD Luxury Apartments - Sauna & SPA,678,678,Nov 4 - 9,"3,390",1 double bed,5.0,9
"Zakopane, Poland",2023-10-03,Apartment in Zakopane,Apartment Morskie Oko in the heart of Zakopane,296,296,Oct 4 - 9,"1,477",1 bed,4.88,17
"Zakopane, Poland",2023-10-03,Apartment in Zakopane,Apartament La Grave - cicha i spokojna okolica,273,273,Oct 3 - 8,"1,361",3 beds,New,New
"Zakopane, Poland",2023-10-03,Apartment in Koscielisko,Apartment Szarotka  Terrace  Mountain View,221,221,Nov 5 - 10,"1,101",2 beds,4.85,34
"Zakopane, Poland",2023-10-03,Apartment in Zakopane,Apartament 2-osobowy,235,235,Oct 4 - 9,"1,174",1 double bed,4.87,71
"Zakopane, Poland",2023-10-03,Apartment in Zakopane,Brand new apartment with a stunning mountain view!,308,308,Oct 8 - 13,"1,536",1 double bed,4.81,42
"Zakopane, Poland",2023-10-03,Apartment in Zakopane,Spacious apartment Emperor at Krupowki street,567,567,Oct 7 - 12,"2,834",2 double beds,New,New
"Zakopane, Poland",2023-10-03,Guesthouse in Zakopane,Limba - a room with a backyard in the center of Zakopane,193,193,Oct 3 - 8,962,2 beds,4.8,50
"Zakopane, Poland",2023-10-03,Apartment in Zakopane,Comfortable family apartment at White Valley exit,448,448,Oct 4 - 9,"2,236",2 double beds,New,New
"Zakopane, Poland",2023-10-03,Apartment in Zakopane,Apartments u Zuza - Studio Apartment 2 Guests,212,212,Oct 9 - 14,"1,056",1 sofa bed,4.94,107
"Zakopane, Poland",2023-10-03,Apartment in Koscielisko,Spacious mountain home with sauna breathtaking,484,484,Oct 9 - 14,"2,420",4 beds,4.68,37
"Zakopane, Poland",2023-10-03,Apartment in Zakopane,Spacious family apartment close to National Park,685,685,Oct 26 - 31,"3,424",4 beds,5.0,4
"Zakopane, Poland",2023-10-03,Apartment in Zakopane,Lux Appt in Mountain forest cottage,246,246,Oct 12 - 17,"1,228",2 beds,4.92,89
"Zakopane, Poland",2023-10-03,Cabin in Koscielisko,Sywarne Chalet,"1,206","1,206",Oct 14 - 19,"6,030",3 beds,5.0,32
"Zakopane, Poland",2023-10-03,Apartment in Zakopane,Rooms and apartments Wierchy Zakopane nr. 2,153,153,Oct 4 - 9,763,1 double bed,4.88,17
"Zakopane, Poland",2023-10-03,Apartment in Koscielisko,Apartament Rustykalny Zakopane,375,491,Oct 22 - 27,"1,871",2 beds,4.8,20
"Zakopane, Poland",2023-10-03,Apartment in Koscielisko,Mountain oasis at the foot of the Tatra mountains,235,235,Nov 4 - 9,"1,172",2 double beds,4.73,62
"Zakopane, Poland",2023-10-03,Chalet in Zakopane,Domek z Widokiem-Deluxe,728,728,Oct 8 - 13,"3,638",4 beds,5.0,48
"Zakopane, Poland",2023-10-03,Guest suite in Zakopane,Willa Strazyska - Studio 3 osobowe Zakopane,251,251,Oct 4 - 9,"1,255",2 beds,4.86,131
"Zakopane, Poland",2023-10-03,Apartment in Zakopane,Spacious 2-bed mountain view apartment,372,372,Oct 4 - 9,"1,858",3 beds,4.84,37
"Zakopane, Poland",2023-10-03,Guesthouse in Zakopane,Oaza Tatry II,327,327,Oct 8 - 13,"1,631",3 beds,4.94,83
"Zakopane, Poland",2023-10-03,Apartment in Zakopane,Under Tatras - cozy apartment in the centre,452,452,Oct 8 - 13,"2,259",4 beds,4.91,11
"Zakopane, Poland",2023-10-03,Guesthouse in Zakopane,Wilga Guest Rooms - Zakopane,104,104,Oct 20 - 25,520,1 single bed,4.83,6
"Zakopane, Poland",2023-10-03,Chalet in Koscielisko,Two-storey villa overlooking Giewont with jacuzzi,"1,238","1,238",Oct 8 - 13,"6,189",4 beds,4.58,12
"Zakopane, Poland",2023-10-03,Guesthouse in Poronin,Pokoj jednoosobowy - single room,105,105,Oct 4 - 9,522,1 single bed,5.0,35
"Zakopane, Poland",2023-10-03,Apartment in Zakopane,ZAKOZNAMI_Apartment3,388,388,Oct 3 - 8,"1,937",5 beds,4.81,26
"Zakopane, Poland",2023-10-03,Apartment in Koscielisko,Apartament Slow Mountain Lux Zakopane,300,392,Nov 5 - 10,"1,499",2 beds,4.89,35
"Zakopane, Poland",2023-10-03,Room in Zakopane,Room No 2 with bathroom,188,205,Oct 9 - 14,937,2 beds,4.88,200
"Zakopane, Poland",2023-10-03,Apartment in Zakopane,Orkana 1 by Homeprime,263,263,Oct 13 - 18,"1,311",3 beds,4.91,33
"Zakopane, Poland",2023-10-03,Chalet in Koscielisko,Villa with jacuzzi in the heart of the Tatra,"1,289","1,289",Oct 15 - 20,"6,445",4 beds,5.0,9
"Zakopane, Poland",2023-10-03,Apartment in Zakopane,Zacisze Pod Reglami 3,138,138,Oct 9 - 14,687,2 beds,5.0,4
"Zakopane, Poland",2023-10-03,Apartment in Zakopane,Apartment in a Cozy Villa with a SPA,378,378,Oct 6 - 11,"1,886",1 double bed,'NoneType' object has no attribute 'text','NoneType' object has no attribute 'text'
"Zakopane, Poland",2023-10-03,Apartment in Zakopane,Apartament Swistak Lux&Spa,371,485,Oct 15 - 20,"1,853",2 beds,'NoneType' object has no attribute 'text','NoneType' object has no attribute 'text'
"Zakopane, Poland",2023-10-03,Apartment in Zakopane,Apartament Felicja- w centrum Zakopanego,352,352,Oct 8 - 13,"1,760",1 bed,4.82,57
"Zakopane, Poland",2023-10-03,Apartment in Zakopane,Guty 21 Apartment,391,391,Oct 4 - 9,"1,954",3 beds,4.9,125
"Zakopane, Poland",2023-10-03,Apartment in Zakopane,Apartament Zakopane,188,188,Oct 8 - 13,939,2 double beds,5.0,38
"Zakopane, Poland",2023-10-03,Cabin in Bialy Dunajec,Green Apartment by Gasiorow,210,210,Oct 8 - 13,"1,050",2 beds,4.97,30
"Zakopane, Poland",2023-10-03,Guest suite in Zakopane,Cozy accommodation in the very center of Zakopane,169,169,Oct 3 - 8,845,1 double bed,4.61,71
"Zakopane, Poland",2023-10-03,Room in Zakopane,room for 2 people,132,132,Oct 8 - 13,660,1 double bed,4.7,34
"Zakopane, Poland",2023-10-03,Home in Zakopane,Lavender apartment for 4 people,212,212,Oct 9 - 14,"1,056",3 beds,4.95,38
"Zakopane, Poland",2023-10-03,Apartment in Zakopane,"Studio, perfect for 2, balcony, free car park",301,346,Oct 3 - 8,"1,501",2 beds,5.0,15
"Zakopane, Poland",2023-10-03,Chalet in Powiat nowotarski,Cheerful Mountain Cottage with Fireplace,435,527,Oct 23 - 28,"2,171",4 beds,4.88,8
"Zakopane, Poland",2023-10-03,Home in Koscielisko,"Willa Pitoniowka z sauna, Netflix oraz Xbox one",889,889,Oct 14 - 19,"4,441",6 beds,4.82,28
"Zakopane, Poland",2023-10-03,Room in Zakopane,Goralski corner with Szymon,118,118,Oct 4 - 9,587,6 beds,New,New
"Zakopane, Poland",2023-10-03,Apartment in Zakopane,Royal Resort Wellness & SPA - Opal apartment,493,493,Oct 8 - 13,"2,462",1 double bed,New,New
"Zakopane, Poland",2023-10-03,Apartment in Zakopane,Apartament z widokiem/ Apartment with a view,280,280,Oct 7 - 12,"1,400",1 king bed,4.92,238
"Zakopane, Poland",2023-10-03,Apartment in Zakopane,Modern studio with balcony near Krupowki,300,300,Oct 16 - 21,"1,498",1 bed,New,New
"Zakopane, Poland",2023-10-03,Apartment in Zakopane,California apartment with balcony in peacuful area,412,412,Oct 4 - 9,"2,058",1 double bed,New,New
"Zakopane, Poland",2023-10-03,Chalet in Koscielisko,Villa with private jacuzzi under the mountains,"1,317","1,519",Oct 8 - 13,"6,583",3 double beds,4.88,8
"Zakopane, Poland",2023-10-03,Apartment in Zakopane,In heart of Zakopane Stara Polana,347,347,Nov 4 - 9,"1,731",3 beds,4.66,75
"Zakopane, Poland",2023-10-03,Apartment in Zakopane,MSC Apartments Classic,193,193,Oct 16 - 21,963,1 sofa bed,4.68,47
"Zakopane, Poland",2023-10-03,Apartment in Zakopane,Juhas apartment Zakopane 5,300,300,Oct 3 - 8,"1,496",2 beds,5.0,21
"Zakopane, Poland",2023-10-03,Apartment in Koscielisko,Apartment with mountain views,310,376,Oct 8 - 13,"1,549",1 double bed,New,New
"Zakopane, Poland",2023-10-03,Apartment in Zakopane,Antalovka Spa - Studio Moon,456,456,Oct 4 - 9,"2,280",2 beds,5.0,4
"Zakopane, Poland",2023-10-03,Cottage in Zakopane,Norico Cottage EN,315,315,Oct 10 - 15,"1,573",5 beds,4.96,46
"Zakopane, Poland",2023-10-03,Chalet in Koscielisko,Wooden Dom Goralski  Kierpcowka 4a,"1,010","1,198",Oct 9 - 14,"5,047",5 beds,4.97,39
"Zakopane, Poland",2023-10-03,Apartment in Koscielisko,Apartment with balcony with view of the mountains,225,243,Oct 3 - 8,"1,122",2 single beds,4.59,17
"Zakopane, Poland",2023-10-03,Apartment in Zakopane,Stylish Dubai apartment with two bedrooms.,542,542,Oct 4 - 9,"2,708",3 beds,New,New
"Zakopane, Poland",2023-10-03,Apartment in Koscielisko,Apartament PARZENICA 10,345,449,Oct 8 - 13,"1,723",2 beds,4.69,16
"Zakopane, Poland",2023-10-03,Farm stay in Jablonka,Hut by the ponds.,118,118,Oct 9 - 14,590,1 bed,4.94,51
"Zakopane, Poland",2023-10-03,Apartment in Zakopane,Comfortable family flat in a tranquil neighborhood,413,413,Oct 9 - 14,"2,065",3 beds,New,New
"Zakopane, Poland",2023-10-03,Apartment in Zakopane,Apartments under the Tatras  2 /3 Cloud,186,186,Nov 5 - 10,930,2 beds,4.93,113
"Zakopane, Poland",2023-10-03,Chalet in Zakopane,Downtown chalet overlooking Giewont with a fireplace,376,376,Oct 8 - 13,"1,878",1 bed,4.67,12
"Zakopane, Poland",2023-10-03,Place to stay in Zakopane,Three rooms in the seventh heaven - a room with a mirror,195,195,Oct 22 - 27,974,2 single beds,4.94,180
"Zakopane, Poland",2023-10-03,Place to stay in Zakopane,Villa Regle - Apartment overlooking Giewont,330,408,Oct 22 - 27,"1,650",1 double bed,4.63,8
"Zakopane, Poland",2023-10-03,Apartment in Zakopane,Dolomity Deluxe apartment jacuzzi sauna fireplace,492,492,Oct 17 - 22,"2,457",1 double bed,5.0,4
"Zakopane, Poland",2023-10-03,Home in Banska Wyzna,Domek Gerlach,460,460,Oct 12 - 17,"2,300",6 beds,5.0,51
"Zakopane, Poland",2023-10-03,Room in Zakopane,Pokoj 2 osobowy w Michalowej Turni / nr 1,188,188,Oct 6 - 11,939,6 beds,5.0,13
"Zakopane, Poland",2023-10-03,Apartment in Zakopane,Apartment Swistak (Mountain Marmot) Zakopane,239,239,Oct 8 - 13,"1,195",2 beds,4.88,84
"Zakopane, Poland",2023-10-03,Apartment in Koscielisko,Apartment with a great view of the mountains,344,344,Oct 7 - 12,"1,720",2 beds,4.56,9
"Zakopane, Poland",2023-10-03,Room in Zakopane,Goralski corner u Szymona 2,118,118,Oct 4 - 9,587,2 beds,New,New
"Zakopane, Poland",2023-10-03,Room in Zakopane,Three rooms in seventh heaven - room with veranda,219,219,Oct 30 - Nov 4,"1,094",2 beds,4.96,170
"Zakopane, Poland",2023-10-03,Room in Zakopane,Pokoik pod giewontem ,141,141,Oct 4 - 9,704,2 beds,4.83,18
"Zakopane, Poland",2023-10-03,Apartment in Zakopane,Cozy apartment in downtown Zakopane,306,362,Oct 15 - 20,"1,526",3 beds,4.92,79
"Zakopane, Poland",2023-10-03,Apartment in Bialy Dunajec,Wierchowe Zacisze 2,308,308,Oct 4 - 9,"1,537",3 beds,4.98,90
"Zakopane, Poland",2023-10-03,Tiny home in Zakopane,Lesniczowka Zakopane,505,505,Oct 3 - 8,"2,523",2 beds,5.0,20
"Zakopane, Poland",2023-10-03,Loft in Zakopane,"Tatrydom, Loft with fireplace, views of Giewont",535,593,Oct 3 - 8,"2,674",1 double bed,5.0,13
"Zakopane, Poland",2023-10-03,Apartment in Zab,Small compact apartment - studio,155,155,Oct 23 - 28,775,2 beds,4.97,30
"Zakopane, Poland",2023-10-03,Apartment in Koscielisko,Alpine apartment - beautiful view of the Tatras,317,317,Oct 15 - 20,"1,584",3 beds,4.8,93
"Zakopane, Poland",2023-10-03,Apartment in Zakopane,Orkana 10C by Homeprime,163,179,Oct 21 - 26,813,1 bed,4.91,11
"Zakopane, Poland",2023-10-03,Villa in Koscielisko,Villa Charming,884,884,Nov 5 - 10,"4,416",5 beds,4.63,8
"Zakopane, Poland",2023-10-03,Guest suite in Koscielisko,"Wyjatkowo przytulny apartament ""Marmot 7"" Zakopane",492,492,Oct 8 - 13,"2,459",4 beds,4.85,67
"Zakopane, Poland",2023-10-03,Apartment in Zakopane,"Relaxation apartment with sauna, hot tub and parking",439,439,Oct 8 - 13,"2,195",2 beds,'NoneType' object has no attribute 'text','NoneType' object has no attribute 'text'
"Zakopane, Poland",2023-10-03,Home in Zab,Home in Zeba,705,705,Oct 8 - 13,"3,521",4 beds,New,New
"Zakopane, Poland",2023-10-03,Apartment in Zakopane,Apartament Nebbia,388,388,Oct 12 - 17,"1,937",2 beds,4.93,69
"Zakopane, Poland",2023-10-03,Apartment in Zakopane,Willa Mnich - studio FIOLEK,259,259,Oct 9 - 14,"1,291",2 beds,4.95,99
"Zakopane, Poland",2023-10-03,Apartment in Zakopane,Chalet DeLuxe apartment with sauna & Tatra view,517,517,Oct 6 - 11,"2,583",3 beds,4.75,4
"Zakopane, Poland",2023-10-03,Apartment in Rzepiska,"Novopolka - ""Regielec""",263,263,Oct 8 - 13,"1,315",3 beds,5.0,7
"Zakopane, Poland",2023-10-03,Apartment in Zakopane,Pacific SPA in centre with pool & playground,592,592,Oct 4 - 9,"2,959",3 beds,New,New
"Zakopane, Poland",2023-10-03,Cottage in Zakopane,Dziadek Wladek,796,796,Feb 4 - 9,"3,980",5 beds,4.79,52
"Zakopane, Poland",2023-10-03,Cabin in Ciche,Cheerful cabin for two,271,271,Oct 15 - 20,"1,355",1 bed,4.96,71
"Zakopane, Poland",2023-10-03,Cottage in Zakopane,Chata Alexandra,"1,209","1,347",Oct 3 - 8,"6,045",6 beds,4.91,35
"Zakopane, Poland",2023-10-03,Apartment in Koscielisko,A forest corner by the Koscieliska Valley,208,208,Oct 3 - 8,"1,037",1 bed,4.71,86
"Zakopane, Poland",2023-10-03,Apartment in Zakopane,SKI-IN/SKI-OUT APARTMENT,364,364,Oct 4 - 9,"1,819",4 beds,4.65,23
"Zakopane, Poland",2023-10-03,Cottage in Zakopane,Charming cottage in Zakopane - Szalas u Taterniki,270,270,Oct 8 - 13,"1,350",1 bunk bed,4.94,17
"Zakopane, Poland",2023-10-03,Chalet in Zakopane,"Szalas pod Smrekami, cottage wooden house",411,411,Oct 9 - 14,"2,054",4 beds,4.94,35
"Zakopane, Poland",2023-10-03,Home in Zakopane,Krzeptowki 150 A,329,329,Oct 15 - 20,"1,643",2 beds,5.0,3
"Zakopane, Poland",2023-10-03,Home in Zakopane,Quiet by the Valley,"1,526","1,526",Oct 8 - 13,"7,629",11 beds,4.96,25
"Zakopane, Poland",2023-10-03,Apartment in Zakopane,Apartament Juhas 2,259,259,Oct 15 - 20,"1,291",1 bed,5.0,25
"Zakopane, Poland",2023-10-03,Home in Sieniawa,Gorska Ostoja,705,705,Oct 8 - 13,"3,521",6 beds,4.86,7
"Zakopane, Poland",2023-10-03,Apartment in Zakopane,Cozy Studio by Krupowki | Mountain view | 4 Guests,215,215,Oct 15 - 20,"1,071",2 sofa beds,5.0,3
"Zakopane, Poland",2023-10-03,Room in Zakopane,Willa Sigma pokoj 2 osobowy ,171,171,Oct 3 - 8,851,2 sofa beds,4.79,76
"Zakopane, Poland",2023-10-03,Apartment in Zakopane,Apartment Hrube,169,169,Nov 18 - 23,845,2 single beds,4.95,75
"Zakopane, Poland",2023-10-03,Apartment in Zakopane,Apartment Number Four & SPA,423,475,Oct 8 - 13,"2,113",3 beds,4.75,168
"Zakopane, Poland",2023-10-03,Chalet in Zakopane,Domki Widokowe Luxury Chalet,822,822,Oct 3 - 8,"4,108",4 beds,4.95,103
"Zakopane, Poland",2023-10-03,Tiny home in Zakopane,Apartament Bystry,446,446,Oct 15 - 20,"2,230",3 beds,4.95,43
"Zakopane, Poland",2023-10-03,Cottage in Poronin,Cottage overlooking Giewont,552,552,Oct 18 - 23,"2,760",7 beds,4.89,18
"Zakopane, Poland",2023-10-03,Guest suite in Zakopane,"Perfect for 2, balcony & great mountain views",396,396,Oct 15 - 20,"1,980",1 double bed,4.97,95
"Zakopane, Poland",2023-10-03,Apartment in Zakopane,"perfect for 2, kitchenette, free parking",193,220,Oct 4 - 9,965,1 bed,4.92,13
"Zakopane, Poland",2023-10-03,Room in Poronin,"Bear Residence ""Bears"" Buried",249,249,Oct 3 - 8,"1,245",1 bed,'NoneType' object has no attribute 'text','NoneType' object has no attribute 'text'
"Zakopane, Poland",2023-10-03,Room in Zakopane,Single room Bed & Breakfast Halny Zakopane,270,270,Oct 6 - 11,"1,350",1 bed,4.64,25
"Zakopane, Poland",2023-10-03,Chalet in Zakopane,Cottage with a ballroom and Tatras view,998,998,Oct 8 - 13,"4,988",5 beds,4.9,49
"Zakopane, Poland",2023-10-03,Apartment in Zakopane,"3 people, close to the Tatras, great views, quiet",331,381,Oct 8 - 13,"1,653",2 beds,5.0,20
"Zakopane, Poland",2023-10-03,Room in Witow,Pazovian - room with a view of the Tatras Mountains #4,99,99,Oct 3 - 8,492,2 beds,5.0,11
"Zakopane, Poland",2023-10-03,Apartment in Zakopane,Juliana Tuwima 3 by Homeprime,244,244,Oct 20 - 25,"1,219",2 beds,4.8,20
"Zakopane, Poland",2023-10-03,Apartment in Koscielisko,Mountain View Studio with Parking Koscielisko,299,299,Oct 7 - 12,"1,491",2 beds,5.0,5
"Zakopane, Poland",2023-10-03,Apartment in Koscielisko,DeLuxe retreat in Koscielisko with 3 bedrooms,664,664,Oct 8 - 13,"3,318",5 beds,New,New
"Zakopane, Poland",2023-10-03,Place to stay in Zakopane,Studio with kitchenette in Mazurk Goscinc,246,246,Oct 3 - 8,"1,226",2 beds,4.9,40
"Zakopane, Poland",2023-10-03,Apartment in Zakopane, Mountain View  Salwatorianska  Deluxe ,300,300,Oct 21 - 26,"1,498",2 beds,4.94,16
"Zakopane, Poland",2023-10-03,Apartment in Poronin,Apartament Lux,235,235,Oct 9 - 14,"1,174",1 double bed,4.89,50
"Zakopane, Poland",2023-10-03,Home in Bukowina-Osiedle,Sykowny Cottage in Bukowina,106,106,Jan 22 - 27,528,8 beds,5.0,80
"Zakopane, Poland",2023-10-03,Apartment in Zakopane,Apartment in the center of Rovni,261,261,Oct 12 - 17,"1,303",1 double bed,4.81,127
"Zakopane, Poland",2023-10-03,Cottage in Zakopane,Mountain Chalets Javorina,790,891,Oct 13 - 18,"3,950",4 beds,5.0,9
"Zakopane, Poland",2023-10-03,Home in Zakopane,Family apartment for 5 in Zakopane,259,259,Oct 9 - 14,"1,291",2 beds,4.78,49
"Zakopane, Poland",2023-10-03,Apartment in Koscielisko,Apartament: Koscielisko,284,310,Oct 4 - 9,"1,418",3 beds,4.89,9
"Zakopane, Poland",2023-10-03,Chalet in Zakopane,"The perfect base for hiking in the mountains, away from the hustle and bustle.",518,518,Oct 8 - 13,"2,590",3 beds,5.0,9
"Zakopane, Poland",2023-10-03,Room in Zakopane,"Tatrydom double room with bathroom,TV, WiFi, in wood",176,218,Oct 3 - 8,880,3 beds,4.4,6
"Zakopane, Poland",2023-10-03,Apartment in Zakopane,Tatras window,219,219,Oct 9 - 14,"1,091",2 beds,4.97,38
"Zakopane, Poland",2023-10-03,Apartment in Zakopane,Jaszczurowka 21a (B) by Homeprime,210,210,Oct 18 - 23,"1,047",2 beds,4.81,16
